Situation familiale;Sexe du membre;Nombre de 2rm conduits par le membre;Nombre d'enfants à charge;Département d'habitation en France;Tranche_âge;Année de mise en circulation du 2rm 1;Cylindrée du 2rm 1;Segment du 2rm 1;Votre catégorie socioprofessionnelle :;Aviez-vous l’intention de changer de 2-roues motorisé en 2020 ?
Seul(e) sans enfant;Homme;1;0;52;30-39 ans;2010;650;Roadster;Employé;True
En couple sans enfant;Homme;2;0;78;60-69 ans;2019;1000;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;4;1;38;40-49 ans;2010;125;Sportive;Cadre;True
En couple sans enfant;Homme;1;0;25;60-69 ans;2014;1300;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;1;33;30-39 ans;2009;800;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;3;50;50-59 ans;2016;1200;Routière / GT;Employé;True
Seul(e) sans enfant;Homme;3;0;38;50-59 ans;1995;500;Roadster;Employé;True
En couple avec enfant(s);Homme;1;2;67;50-59 ans;2002;1300;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;1;64;50-59 ans;2013;1200;Trail / Supermotard;Cadre;True
Seul(e) sans enfant;Homme;3;0;59;60-69 ans;2000;650;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;2;1;51;60-69 ans;2003;1200;Roadster;Retraité;True
En couple avec enfant(s);Homme;2;2;33;50-59 ans;2009;1200;Routière / GT;Employé;True
En couple sans enfant;Homme;1;0;88;60-69 ans;1999;1100;Routière / GT;Artisan, commerçant assimilé;True
En couple avec enfant(s);Homme;2;1;64;50-59 ans;2004;750;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;38;30-39 ans;2010;650;Roadster;Ouvrier;True
En couple avec enfant(s);Homme;3;2;92;40-49 ans;2016;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;3;1;88;50-59 ans;2004;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;0;33;50-59 ans;2012;1200;Trail / Supermotard;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;2;75;50-59 ans;2007;750;Scooter;Cadre;True
En couple avec enfant(s);Homme;1;1;72;40-49 ans;2009;1000;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;38;50-59 ans;1995;1200;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;3;2;77;40-49 ans;2007;600;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;59;50-59 ans;2019;1260;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;2;83;40-49 ans;2018;1200;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;2;3;1;40-49 ans;2005;1200;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;3;2;71;60-69 ans;1996;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;1;69;50-59 ans;2012;700;Roadster;Employé;True
En couple avec enfant(s);Homme;3;1;94;50-59 ans;2017;1200;Trail / Supermotard;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;1;0;29;50-59 ans;2012;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;1;37;50-59 ans;1996;900;Tout terrain (Trial,  Enduro, Cross);Employé;True
En couple avec enfant(s);Homme;1;3;94;50-59 ans;2006;1200;Roadster;Artisan, commerçant assimilé;True
Seul(e) sans enfant;Homme;2;0;95;40-49 ans;1998;900;Routière / GT;Cadre;True
Seul(e) sans enfant;Femme;1;0;31;50-59 ans;2016;650;Scooter;Profession intermédiaire;True
En couple sans enfant;Homme;0;0;83;60-69 ans;2002;1000;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;3;2;17;50-59 ans;2012;1199;Sportive;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;1;69;50-59 ans;2017;750;Scooter;Cadre;True
Seul(e) sans enfant;Homme;1;0;6;60-69 ans;2019;500;Roadster;Retraité;True
En couple sans enfant;Homme;2;0;31;60-69 ans;2007;1200;Routière / GT;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;2;0;32;30-39 ans;2008;1000;Sportive;Employé;True
En couple avec enfant(s);Homme;4;2;33;40-49 ans;2004;1000;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;1;11;50-59 ans;2019;1000;Roadster;Employé;True
En couple sans enfant;Homme;2;0;42;60-69 ans;2009;1300;Routière / GT;Retraité;True
En couple sans enfant;Homme;5;0;76;60-69 ans;2005;1200;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;2;1;54;50-59 ans;1991;1100;Sportive;Ouvrier;True
Seul(e) avec enfants;Femme;1;2;54;30-39 ans;1995;500;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;0;44;60-69 ans;2017;1200;Routière / GT;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;3;1;44;40-49 ans;2002;1100;Routière / GT;Cadre;True
Seul(e) avec enfants;Homme;1;2;92;50-59 ans;1998;800;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;31;50-59 ans;2011;990;Trail / Supermotard;Employé;True
Seul(e) sans enfant;Homme;1;0;75;60-69 ans;2015;400;;Cadre;True
En couple avec enfant(s);Homme;1;1;80;50-59 ans;2012;1800;Custom;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;2;60;40-49 ans;2016;1200;Routière / GT;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;2;59;60-69 ans;2003;1000;Sportive;Cadre;True
En couple sans enfant;Homme;3;0;44;60-69 ans;2001;900;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;1;0;18;50-59 ans;2005;955;Routière / GT;Ouvrier;True
En couple avec enfant(s);Homme;3;2;78;50-59 ans;2010;1300;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;3;47;50-59 ans;2001;944;Roadster;Chef d'entreprise de 10 salariés ou plus;True
Seul(e) sans enfant;Homme;1;0;92;50-59 ans;2017;125;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;3;73;50-59 ans;2015;1200;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;1;0;34;50-59 ans;2007;600;Roadster;Retraité;True
En couple sans enfant;Homme;2;0;45;40-49 ans;1991;1100;Routière / GT;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;0;95;30-39 ans;1998;600;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;2;83;50-59 ans;2011;1050;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;82;70 et plus;2015;1300;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;81;40-49 ans;2006;1200;Routière / GT;Employé;True
Seul(e) sans enfant;Homme;1;0;54;30-39 ans;2017;650;Sportive;Cadre;True
En couple avec enfant(s);Homme;2;1;91;40-49 ans;2019;900;Roadster;Cadre;True
En couple avec enfant(s);Homme;3;3;69;50-59 ans;2000;750;Sportive;Profession libérale et artistique;True
Autre;Femme;2;0;95;Moins de 30 ans;2005;650;Roadster;Employé;True
En couple sans enfant;Homme;1;0;31;30-39 ans;2017;1200;Roadster;Ouvrier;True
En couple avec enfant(s);Homme;1;2;77;40-49 ans;2013;1200;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;32;50-59 ans;2007;1200;Routière / GT;Employé;True
En couple avec enfant(s);Homme;8;2;31;50-59 ans;1988;750;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;1;19;50-59 ans;2002;300;Tout terrain (Trial,  Enduro, Cross);Artisan, commerçant assimilé;True
En couple sans enfant;Homme;1;0;40;60-69 ans;2014;1000;Roadster;Retraité;True
En couple avec enfant(s);Homme;3;3;7;40-49 ans;2007;250;Trail / Supermotard;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;4;0;6;50-59 ans;2018;650;Roadster;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;2;0;1;60-69 ans;2003;944;Routière / GT;Autre sans activité professionnelle (personne au foyer...);True
En couple sans enfant;Homme;2;0;35;60-69 ans;2012;800;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;1;69;60-69 ans;2015;900;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;2;92;50-59 ans;1998;1100;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;45;70 et plus;1999;125;Scooter;Retraité;True
En couple sans enfant;Homme;1;0;24;60-69 ans;2018;1290;Trail / Supermotard;Retraité;True
Autre;Homme;2;2;34;50-59 ans;2010;1200;Trail / Supermotard;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;3;70;50-59 ans;2010;600;Roadster;Cadre;True
Seul(e) sans enfant;Femme;1;0;94;30-39 ans;2016;300;Scooter;Cadre;True
Autre;Homme;2;0;22;Moins de 30 ans;2019;320;Sportive;Ouvrier;True
En couple avec enfant(s);Homme;3;2;34;60-69 ans;2008;1100;Custom;Employé;True
En couple sans enfant;Homme;1;0;78;40-49 ans;2016;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;2;2;69;60-69 ans;2006;500;Scooter;Cadre;True
En couple sans enfant;Homme;2;0;92;60-69 ans;2011;1584;Custom;Retraité;True
En couple sans enfant;Homme;2;0;69;30-39 ans;2013;1200;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;0;27;40-49 ans;2014;1000;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;0;87;60-69 ans;2018;800;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;44;30-39 ans;2007;1000;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;1;51;30-39 ans;2008;650;Sportive;Cadre;True
En couple sans enfant;Homme;2;0;6;60-69 ans;2006;1000;Trail / Supermotard;Retraité;True
Seul(e) avec enfants;Homme;2;1;83;60-69 ans;2015;530;Scooter;Retraité;True
Seul(e) sans enfant;Homme;1;0;33;70 et plus;2009;1300;Routière / GT;Retraité;True
Seul(e) sans enfant;Femme;2;0;75;40-49 ans;2017;650;Sportive;Profession libérale et artistique;True
En couple sans enfant;Homme;2;0;13;50-59 ans;2011;600;Roadster;Employé;True
En couple avec enfant(s);Homme;1;1;38;50-59 ans;2011;1000;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;2;79;50-59 ans;2006;1300;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;4;2;39;50-59 ans;2011;1200;Trail / Supermotard;Cadre;True
Autre;Homme;3;0;66;50-59 ans;2000;600;Roadster;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;3;0;75;40-49 ans;2009;1200;Sportive;Cadre;True
Seul(e) sans enfant;Homme;1;0;86;50-59 ans;2018;1200;Routière / GT;Ouvrier;True
En couple sans enfant;Homme;4;0;66;60-69 ans;2011;1200;Trail / Supermotard;Artisan, commerçant assimilé;True
En couple sans enfant;Homme;1;0;37;40-49 ans;2006;1000;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;0;26;60-69 ans;2012;800;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;1;0;31;Moins de 30 ans;2019;900;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;2;92;40-49 ans;2015;1200;;Cadre;True
En couple avec enfant(s);Homme;2;3;13;50-59 ans;1991;600;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;2;2;38;50-59 ans;2002;800;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;1;0;31;Moins de 30 ans;2006;650;Roadster;Employé;True
En couple sans enfant;Homme;3;0;66;60-69 ans;2014;800;Routière / GT;Profession libérale et artistique;True
En couple sans enfant;Homme;1;0;62;Moins de 30 ans;2009;1050;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;43;50-59 ans;2018;650;Trail / Supermotard;Ouvrier;True
En couple avec enfant(s);Homme;3;1;21;30-39 ans;2008;1200;Roadster;Agriculteur exploitant;True
En couple sans enfant;Homme;2;0;43;60-69 ans;2018;1200;Trail / Supermotard;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;1;1;75;30-39 ans;2012;750;Roadster;Cadre;True
Seul(e) sans enfant;Homme;2;0;88;30-39 ans;2019;700;Roadster;Employé;True
En couple sans enfant;Homme;10;0;31;50-59 ans;1998;1000;Sportive;Cadre;True
En couple avec enfant(s);Homme;1;1;67;50-59 ans;2009;675;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;2;42;30-39 ans;2006;500;Roadster;Employé;True
En couple sans enfant;Femme;3;0;69;30-39 ans;2012;675;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;1;6;30-39 ans;2011;1000;Roadster;Cadre;True
Seul(e) sans enfant;Homme;4;0;35;50-59 ans;2016;1600;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;1;92;50-59 ans;2017;1000;Trail / Supermotard;Cadre;True
Seul(e) sans enfant;Homme;3;0;51;30-39 ans;2008;600;Roadster;Cadre;True
En couple sans enfant;Homme;2;0;75;50-59 ans;2012;800;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;92;60-69 ans;2016;1200;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;2;0;43;60-69 ans;2018;650;Routière / GT;Retraité;True
Seul(e) sans enfant;Homme;3;0;35;40-49 ans;2017;700;Roadster;Profession intermédiaire;True
En couple sans enfant;Femme;2;0;92;Moins de 30 ans;2015;300;Sportive;Cadre;True
En couple sans enfant;Homme;1;0;42;60-69 ans;2016;1000;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;3;1;38;50-59 ans;2016;1800;Routière / GT;Profession intermédiaire;True
Autre;Homme;2;0;33;Moins de 30 ans;2009;650;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;2;74;40-49 ans;2001;850;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;2;31;40-49 ans;2002;1300;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;3;2;36;50-59 ans;2003;1100;Routière / GT;Artisan, commerçant assimilé;True
Autre;Homme;3;0;95;Moins de 30 ans;2012;1000;Sportive;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;77;40-49 ans;2006;1200;Routière / GT;Employé;True
En couple avec enfant(s);Homme;2;1;24;50-59 ans;2010;1400;Routière / GT;Employé;True
En couple avec enfant(s);Homme;3;0;95;40-49 ans;2000;650;Routière / GT;Employé;True
Seul(e) avec enfants;Homme;1;0;45;50-59 ans;2019;1690;Roadster;Employé;True
En couple sans enfant;Homme;4;1;88;60-69 ans;2018;1000;Roadster;Retraité;True
En couple sans enfant;Homme;1;0;95;60-69 ans;1996;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;4;0;31;70 et plus;2001;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;0;69;60-69 ans;2009;850;Roadster;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;2;0;97;30-39 ans;2008;1200;Roadster;Profession libérale et artistique;True
En couple sans enfant;Homme;2;0;77;50-59 ans;2019;800;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;2;83;60-69 ans;2013;125;Roadster;Employé;True
En couple sans enfant;Homme;1;0;26;30-39 ans;1995;750;Sportive;Retraité;True
Seul(e) sans enfant;Femme;1;0;77;50-59 ans;2006;650;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;2;33;30-39 ans;1993;1400;Routière / GT;Employé;True
Autre;Femme;1;1;40;50-59 ans;2010;1000;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;2;3;33;50-59 ans;2002;1000;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;51;60-69 ans;2010;1200;Scooter;Cadre;True
En couple sans enfant;Femme;1;1;32;50-59 ans;2017;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;1;2;13;40-49 ans;2002;1000;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;1;38;40-49 ans;2019;600;Roadster;En recherche d'emploi;True
Seul(e) sans enfant;Homme;1;0;13;40-49 ans;2000;1200;0;Cadre;True
En couple avec enfant(s);Homme;2;0;92;50-59 ans;2012;800;Roadster;Cadre;True
En couple sans enfant;Homme;1;0;10;50-59 ans;2004;1090;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;81;60-69 ans;2014;1600;Roadster;Retraité;True
En couple sans enfant;Femme;2;0;40;50-59 ans;2007;675;Routière / GT;Cadre;True
Seul(e) sans enfant;Homme;5;1;27;50-59 ans;2002;650;Routière / GT;Autre sans activité professionnelle (personne au foyer...);True
En couple avec enfant(s);Homme;3;0;13;40-49 ans;2004;1000;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;2;95;50-59 ans;2009;125;Scooter;Employé;True
En couple avec enfant(s);Homme;3;0;40;60-69 ans;2019;1400;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;1;0;38;30-39 ans;2012;650;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;1;38;30-39 ans;1992;700;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;3;2;64;50-59 ans;2016;1100;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;2;54;50-59 ans;2015;125;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;1;4;34;Moins de 30 ans;1992;1000;Roadster;Employé;True
Seul(e) sans enfant;Homme;1;2;92;40-49 ans;2010;1000;Tout terrain (Trial,  Enduro, Cross);Retraité;True
En couple avec enfant(s);Femme;1;1;79;40-49 ans;2009;765;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;3;2;69;40-49 ans;2009;1400;Scooter;Employé;True
En couple sans enfant;Homme;1;0;75;50-59 ans;2015;800;Roadster;Cadre;True
Seul(e) avec enfants;Homme;1;3;93;70 et plus;2011;1000;Routière / GT;Employé;True
En couple avec enfant(s);Homme;2;0;71;60-69 ans;2008;1100;Sportive;Cadre;True
Autre;Homme;2;2;34;30-39 ans;2008;850;Roadster;Employé;True
En couple sans enfant;Homme;1;0;30;50-59 ans;1995;850;Routière / GT;Ouvrier;True
En couple avec enfant(s);Homme;1;1;31;40-49 ans;2012;1584;Roadster;Employé;True
Autre;Homme;2;0;47;40-49 ans;2009;800;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;6;0;64;50-59 ans;1998;660;Roadster;Retraité;True
En couple avec enfant(s);Homme;1;0;92;60-69 ans;1984;1000;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;31;30-39 ans;2014;750;Roadster;Employé;True
En couple avec enfant(s);Homme;2;0;94;60-69 ans;1988;1250;Roadster;Retraité;True
En couple avec enfant(s);Homme;3;0;30;60-69 ans;2002;600;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;1;2;59;60-69 ans;2009;500;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;0;92;40-49 ans;2013;1100;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;1;1;31;50-59 ans;2006;1100;Roadster;Profession libérale et artistique;True
Seul(e) avec enfants;Homme;1;1;27;40-49 ans;2015;1200;Trail / Supermotard;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;0;71;60-69 ans;2004;600;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;3;3;69;40-49 ans;2004;750;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;2;92;40-49 ans;1996;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;1;0;33;30-39 ans;2014;2300;Roadster;Employé;True
En couple sans enfant;Homme;1;0;69;30-39 ans;2002;800;Roadster;Agriculteur exploitant;True
Autre;Femme;2;0;11;60-69 ans;2005;650;0;Employé;True
En couple avec enfant(s);Femme;1;1;59;Moins de 30 ans;2016;600;Roadster;Etudiant;True
En couple avec enfant(s);Homme;2;1;78;60-69 ans;2014;650;Custom;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;0;92;50-59 ans;2016;1000;Trail / Supermotard;Cadre;True
Seul(e) sans enfant;Homme;2;1;74;40-49 ans;2012;1100;Routière / GT;Cadre;True
En couple sans enfant;Homme;6;0;10;60-69 ans;2007;50;Sportive;Cadre;True
En couple avec enfant(s);Homme;2;2;74;Moins de 30 ans;2011;800;Roadster;Retraité;True
Autre;Homme;1;2;33;40-49 ans;2019;50;Roadster;Employé;True
Autre;Homme;3;0;46;50-59 ans;2013;850;Sportive;Cadre;True
Seul(e) sans enfant;Homme;3;3;94;60-69 ans;2008;1200;Roadster;Profession intermédiaire;True
En couple sans enfant;Homme;2;0;95;60-69 ans;2014;1000;Sportive;Employé;True
Seul(e) avec enfants;Homme;1;3;83;60-69 ans;1970;650;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;3;1;49;50-59 ans;2012;900;Routière / GT;Retraité;True
Autre;Homme;2;0;44;50-59 ans;2017;1200;Roadster;Employé;True
En couple sans enfant;Homme;1;0;56;Moins de 30 ans;2010;1000;Roadster;Retraité;True
En couple sans enfant;Homme;2;1;59;60-69 ans;1999;1200;Roadster;Cadre;True
En couple avec enfant(s);Homme;2;2;78;60-69 ans;2015;500;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;2;0;33;60-69 ans;1989;1200;Roadster;Cadre;True
En couple sans enfant;Homme;2;3;34;40-49 ans;2014;1300;Roadster;Retraité;True
En couple sans enfant;Femme;2;0;80;30-39 ans;2010;1200;Routière / GT;Retraité;True
En couple avec enfant(s);Homme;2;0;18;40-49 ans;2016;1300;Trail / Supermotard;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;3;0;30;60-69 ans;2000;1000;Roadster;Employé;True
En couple sans enfant;Homme;4;0;75;60-69 ans;2015;800;Side-car / Trike;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;1;6;30-39 ans;2005;1000;Routière / GT;Profession intermédiaire;True
En couple avec enfant(s);Homme;2;1;69;40-49 ans;2008;1250;Roadster;Profession libérale et artistique;True
En couple sans enfant;Homme;1;2;86;50-59 ans;2016;1000;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;33;30-39 ans;2003;1690;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;0;34;50-59 ans;2017;1300;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;1;21;60-69 ans;2016;350;Roadster;Employé;True
En couple avec enfant(s);Homme;1;4;75;60-69 ans;2016;1000;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;3;0;42;50-59 ans;1985;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;1;91;40-49 ans;2013;750;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;3;2;77;50-59 ans;1996;600;Routière / GT;Employé;True
En couple avec enfant(s);Homme;1;0;76;50-59 ans;2009;1050;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;1;1;57;60-69 ans;2016;1200;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;3;95;50-59 ans;2013;1600;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;1;2;33;40-49 ans;2015;1200;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;0;13;50-59 ans;1985;750;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;2;43;40-49 ans;2016;1200;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;1;0;79;50-59 ans;2004;650;Routière / GT;Retraité;True
En couple sans enfant;Homme;1;2;61;40-49 ans;2019;1700;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;0;86;40-49 ans;2004;650;Custom;Employé;True
En couple avec enfant(s);Homme;1;2;38;60-69 ans;1993;900;Routière / GT;Employé;True
En couple avec enfant(s);Homme;3;2;87;60-69 ans;2016;1000;Roadster;Cadre;True
En couple sans enfant;Homme;2;2;55;50-59 ans;2002;900;Custom;Cadre;True
En couple sans enfant;Homme;1;1;6;40-49 ans;2016;1098;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;4;0;91;60-69 ans;2011;1200;Routière / GT;Profession intermédiaire;True
En couple sans enfant;Homme;6;0;77;50-59 ans;2007;750;Roadster;Employé;True
En couple sans enfant;Homme;1;3;35;60-69 ans;2010;1000;Routière / GT;Artisan, commerçant assimilé;True
En couple avec enfant(s);Homme;2;0;38;60-69 ans;1992;1400;Routière / GT;Profession libérale et artistique;True
En couple sans enfant;Homme;1;0;87;50-59 ans;2017;675;Sportive;Employé;True
Autre;Homme;1;2;84;50-59 ans;2002;1000;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;2;34;40-49 ans;2009;125;Roadster;Cadre;True
En couple avec enfant(s);Homme;1;2;92;70 et plus;2008;800;Roadster;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;2;6;70 et plus;2015;1300;Roadster;Retraité;True
Seul(e) sans enfant;Femme;1;3;8;60-69 ans;2019;900;Trail / Supermotard;Autre sans activité professionnelle (personne au foyer...);True
En couple avec enfant(s);Homme;1;2;78;60-69 ans;2004;900;Roadster;Cadre;True
En couple avec enfant(s);Homme;3;0;88;60-69 ans;2015;600;Routière / GT;Cadre;True
En couple sans enfant;Homme;2;1;77;50-59 ans;1996;1600;Scooter;Cadre;True
En couple avec enfant(s);Homme;1;0;62;Moins de 30 ans;2007;1050;Sportive;Retraité;True
En couple avec enfant(s);Homme;1;2;13;50-59 ans;2010;650;Trail / Supermotard;Retraité;True
En couple avec enfant(s);Homme;4;0;21;60-69 ans;1994;1000;Routière / GT;Employé;True
En couple avec enfant(s);Homme;6;1;38;60-69 ans;2013;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;2;37;60-69 ans;2003;125;Roadster;Ouvrier;True
En couple sans enfant;Homme;3;0;13;50-59 ans;2018;400;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;1;2;93;50-59 ans;2017;650;Trail / Supermotard;Cadre;True
En couple sans enfant;Homme;3;0;94;Moins de 30 ans;2018;125;Custom;Ouvrier;True
En couple sans enfant;Homme;1;2;80;50-59 ans;2014;1200;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;3;2;33;40-49 ans;2017;1600;Trail / Supermotard;Cadre;True
En couple avec enfant(s);Homme;2;1;41;50-59 ans;2011;600;Roadster;Employé;True
En couple avec enfant(s);Homme;1;3;95;60-69 ans;2018;1200;Roadster;Employé;True
En couple avec enfant(s);Homme;2;0;30;60-69 ans;2014;1000;Roadster;Cadre;True
En couple avec enfant(s);Homme;5;0;29;50-59 ans;2009;1100;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;1;2;6;30-39 ans;1999;1200;Trail / Supermotard;Retraité;True
En couple sans enfant;Homme;2;1;80;60-69 ans;2008;600;Trail / Supermotard;Profession libérale et artistique;True
En couple sans enfant;Homme;1;0;91;40-49 ans;2017;1200;Routière / GT;Cadre;True
En couple avec enfant(s);Homme;1;0;69;70 et plus;2014;1400;Roadster;Retraité;True
En couple sans enfant;Homme;2;2;69;70 et plus;2019;750;Scooter;Profession libérale et artistique;True
En couple avec enfant(s);Homme;1;0;77;60-69 ans;2008;600;Roadster;Profession intermédiaire;True
En couple avec enfant(s);Homme;2;2;30;70 et plus;2013;1200;Custom;Cadre;True
En couple avec enfant(s);Homme;2;2;69;60-69 ans;2007;550;Roadster;Cadre;True
Seul(e) sans enfant;Homme;1;0;1;30-39 ans;2003;800;Roadster;Employé;True
En couple sans enfant;Homme;3;0;95;40-49 ans;2010;500;Roadster;Retraité;True
En couple sans enfant;Homme;1;0;51;50-59 ans;2019;500;Routière / GT;Retraité;True
En couple sans enfant;Homme;2;2;33;50-59 ans;2004;1200;Routière / GT;Cadre;True
En couple sans enfant;Homme;1;0;60;50-59 ans;2017;1300;Routière / GT;Ouvrier;True
En couple sans enfant;Homme;3;2;33;60-69 ans;2001;700;Trail / Supermotard;Employé;True
En couple sans enfant;Homme;1;1;38;60-69 ans;1994;1200;Sportive;Retraité;True
En couple avec enfant(s);Homme;2;0;97;50-59 ans;2009;883;Routière / GT;Profession libérale et artistique;True
Seul(e) sans enfant;Homme;1;0;88;60-69 ans;2007;1600;Trail / Supermotard;Employé;True
En couple avec enfant(s);Homme;2;0;13;70 et plus;2012;1300;Roadster;Cadre;True
